"","X1..YEAR","X2..TRIFD","X3..FRS.ID","X4..FACILITY.NAME","X5..STREET.ADDRESS","X6..CITY","X7..COUNTY","X8..ST","X9..ZIP","X10..BIA","X11..TRIBE","X12..LATITUDE","X13..LONGITUDE","ONSITE_RELEASES"
"18",2018,"00624CLCTRRD337",110007816471,"ECOELECTRICA LP","RD 337 KM 3.7 FIRM DELIVERY","PENUELAS","PENUELAS MUNICIPIO","PR",624,NA,"",17.979,-66.7556,114055
"19",2018,"00625THCLRCARR7",110011794647,"CLOROX MANUFACTURING CO OF PUERTO R ICO INC","RD 1 KM 27.1 RAMAL 798 BO. RIO CANAS","CAGUAS","CAGUAS MUNICIPIO","PR",725,NA,"",18.297671,-66.060938,7.27
"20",2018,"00626QLTYLSTATE",110008476602,"QUALITY ELECTROPLATING CORP","SAKURA ST VILLA BLANCA IND US TRIAL PARK","CAGUAS","CAGUAS MUNICIPIO","PR",725,NA,"",18.246903,-66.039819,8
"21",2018,"00628LLLLY65THI",110007808024,"LILLY DEL CARIBE INC CAROLIN A","430 CALLE FABRIL","CAROLINA","CAROLINA MUNICIPIO","PR",987,NA,"",18.376637,-65.941294,7801.86
"22",2018,"00629CHLLNRD874",110022524810,"EATON CORP","ROAD PR-874 KM 1.1 TORRECILLA ALTA","CANOVANAS","CANOVANAS MUNICIPIO","PR",729,NA,"",18.384341,-65.920051,0
"23",2018,"0062WPRTRCCARRE",110070234789,"PUERTO RICO TERMINALS GROUP LLC","CARRETERA 127 INT 385 - ENTRADA MUELLE TALLABOA","PENUELAS","PENUELAS MUNICIPIO","PR",624,NA,"",17.993435,-66.733159,85000
"24",2018,"00630WDTRT65INF",110000580522,"PUERTO RICO WOOD TREATING","AVE 65 DE INFANTERIA KM 7.0","CAROLINA","SAN JUAN MUNICIPIO","PR",985,NA,"",18.38135,-66.03416,0
"25",2018,"00632BCRDCSTREE",110012592186,"BACARDI CORP","RD # 165 KM 2.6 IND US TRIAL AREA","CATANO","CATANO MUNICIPIO","PR",962,NA,"",18.457669,-66.140611,0
"26",2018,"00639CRBBNSTATE",110000580559,"CARIBBEAN REFRESCOS INC","RD 172 KM 13.4","CIDRA","CIDRA MUNICIPIO","PR",739,NA,"",18.1821,-66.1534,1
"27",2018,"00640WSTNGROADN",110000739540,"CUTLER HAMMER ELECTRICAL CO","RD 14 KM. 32","COAMO","COAMO MUNICIPIO","PR",769,NA,"",18.06955,-66.362308,20
"28",2018,"00654NQSTNROAD3",110000580577,"BAXTER HEALTHCARE SA/BAXTER HEALTHCARE OF PUERTO RICO","RD # 3 KM 144.2","GUAYAMA","GUAYAMA MUNICIPIO","PR",784,NA,"",17.9631,-66.1503,1338.61
"29",2018,"00656DCRBNBOMAG",110009309596,"PREPA-SOUTH COAST POWER PLANT","PR-127 KM 15.7","GUAYANILLA","GUAYANILLA MUNICIPIO","PR",656,NA,"",18.0001,-66.7536,61134.04
"30",2018,"00659CNTRLRD2KM",110000307739,"ADM ALLIANCE NUTRITION OF PR LLC","STATE RD NO. 2 KM 83.0 CARRIZALES WARD","HATILLO","HATILLO MUNICIPIO","PR",659,NA,"",18.485142,-66.777319,0
"31",2018,"0065WMSTRPPR127",110069282163,"MASTER PAINTS & CHEMICALS CORP","PR-127 KM. 12.7","GUAYANILLA","GUAYANILLA MUNICIPIO","PR",656,NA,"",18.02363,-66.79297,0
"32",2018,"00661CRBGNSTROA",110007805937,"INDUSTRIAL C&S OF PR LLC","STATE RD 3 KM 82.0","HUMACAO","HUMACAO MUNICIPIO","PR",791,NA,"",18.149008,-65.822134,400.35
"33",2018,"00661SQBBMSTATE",110000744696,"BRISTOL MYERS SQUIBB MANUFACTURING CO","STATE RD # 3 KM 77.5","HUMACAO","HUMACAO MUNICIPIO","PR",791,NA,"",18.1489,-65.7948,0
"34",2018,"00664BXTRHSTROA",110000580648,"BAXTER HEALTHCARE OF PUERTO RICO","250 STATE RD 144 KM 20.6","JAYUYA","JAYUYA MUNICIPIO","PR",664,NA,"",18.21695,-66.599138,0.7289
"35",2018,"00680MYGZGMALEC",110000580675,"MAYAGUEZ GAS TURBINES POWER PL ANT","MALECON AVE","MAYAGUEZ","MAYAGUEZ MUNICIPIO","PR",680,NA,"",18.219212,-67.159515,51.9
"36",2018,"00683BXTRHRD122",110007802645,"FENWAL INTERNATIONAL INC","RD 122 KM 0.5","SAN GERMAN","SAN GERMAN MUNICIPIO","PR",683,NA,"",18.08467,-67.031622,3825
"37",2018,"00692CRBGNSTATE",110042075125,"INDUSTRIAL C&S OF PR LLC","STATE RD # 2 KM. 30.1","VEGA ALTA","VEGA ALTA MUNICIPIO","PR",692,NA,"",18.413411,-66.317971,10
"38",2018,"00693PRPVGPR2KM",110000580719,"PREPA-VEGA BAJA GAS TURBINES POWER PLANT","PR-2 KM 38.0","VEGA BAJA","VEGA BAJA MUNICIPIO","PR",693,NA,"",18.445975,-66.391282,0
"39",2018,"00694HRVYHRD686",110001142488,"HUBBELL CARIBE LTD","RD 686 KM 17.3","VEGA BAJA","VEGA BAJA MUNICIPIO","PR",693,NA,"",18.48647,-66.405199,0
"40",2018,"00701CYNMDPRROA",110007807285,"BASF AGRICULTURAL PRODUCTS DE PUERTO RICO","STATE RD PR 2 KM 47.4","MANATI","MANATI MUNICIPIO","PR",674,NA,"",18.437222,-66.475388,79
"41",2018,"00701DPNTGHIGHW",110007802119,"DUPONT AGRICULTURAL CARIBE INDUSTRIES LTD","P.R. RD NO. 686, KM. 2.3","MANATI","MANATI MUNICIPIO","PR",674,NA,"",18.4501,-66.4739,18159.127
"42",2018,"00701DPNTLHIGHW",110000739568,"DU PONT ELECTRONICS MICROCIRCU ITS INDUSTRIES LTD","HWY 686 KM 2.3","MANATI","MANATI MUNICIPIO","PR",674,NA,"",18.4555,-66.4698,164.18
"43",2018,"00701RCHPRSTATE",110008471947,"PATHEON PUERTO RICO INC","STATE RD 670 KM 2.7","MANATI","MANATI MUNICIPIO","PR",674,NA,"",18.42697,-66.46544,4321.27
"44",2018,"00701RTHPHRDNO2",110000858849,"JANSSEN ORTHO LLC","STATE RD 2 KM 45.6 CAMPO ALEGRE","MANATI","MANATI MUNICIPIO","PR",674,NA,"",18.439408,-66.449943,123.984
"45",2018,"00705BXTRHMERCE",110007805349,"BAXTER HEALTHCARE OF PUERTO RICO","ROAD 721 KM. 0.3 MERCEDITA SERRALLEZ RD","AIBONITO","AIBONITO MUNICIPIO","PR",705,NA,"",18.137284,-66.259279,19.13
"46",2018,"00705TRCSNRD14K",110007805562,"TO-RICOS LTD","RD 14 KM 48 BO ASOMANTE","AIBONITO","AIBONITO MUNICIPIO","PR",705,NA,"",18.12953,-66.28087,9880
"47",2018,"00706BXTRFCARR3",110012638725,"FENWAL INTERNATIONAL INC","RD 357 KM 0.8","MARICAO","MARICAO MUNICIPIO","PR",606,NA,"",18.18642,-66.985694,3.68
"48",2018,"00709CRVCRCALLE",110000307757,"COMPANIA CERVECERA DE PUERTO RICO INC","BLVD ALFONSO VALDES #100","MAYAGUEZ","MAYAGUEZ MUNICIPIO","PR",680,NA,"",18.206944,-67.141667,5
"49",2018,"00715ZMMRCTURPE",110007803476,"ZIMMER MANUFACTURING BV","RD 1 KM 123.4 TURPEAUX INDUSTRIAL PARK","MERCEDITA","PONCE MUNICIPIO","PR",715,NA,"",18.01,-66.57389,0
"50",2018,"00718CMBPRELDUQ",110022522019,"COMBE PRODUCTS INC","EL DUQUE INDUSTRIAL PARK RD 971 ST A","NAGUABO","NAGUABO MUNICIPIO","PR",718,NA,"",18.210845,-65.726706,0
"51",2018,"0071WPNCCN619AV",110037948326,"PONCE CAN","619 AVE LA CEIBA","PONCE","PONCE MUNICIPIO","PR",717,NA,"",18.021834,-66.574477,0
"52",2018,"00725SCHSCRD175",110010624379,"SACHS CHEMICAL INC","RD 175 KM.0.02 RIO CANA IND WARD LOT 18","CAGUAS","CAGUAS MUNICIPIO","PR",725,NA,"",18.296341,-66.05461,0
"53",2018,"0072WBLLBNRICAN",110070550490,"BULL BOND MFG","RIO CANAS INDUSTRIAL PARK LOT # 35 - ROAD 175 KM 0.2","CAGUAS","CAGUAS MUNICIPIO","PR",725,NA,"",18.2363,-66.04023,0
"54",2018,"00731PRLSSFIRMD",110007342642,"PEERLESS OIL & CHEMICALS INC","HWY 127, KM.17.1","PENUELAS","PENUELAS MUNICIPIO","PR",624,NA,"",17.9925,-66.746391,12171.58
"55",2018,"00735PRPDGPR03K",110007170747,"PREPA-DAGUAO GAS TURBINES POWER PLANT","PR-03 KM 58.3","CEIBA","CEIBA MUNICIPIO","PR",735,NA,"",18.241,-65.6591,39.3
"56",2018,"00738PLLPRRD19A",110000491833,"PALL LIFE SCIENCES PUERTO RICO LLC","RD. 194 KM 0.4 PALL BLVD # 100","FAJARDO","FAJARDO MUNICIPIO","PR",738,NA,"",18.303545,-65.648755,168
"57",2018,"0073WCNGRNANTNI",110060260104,"CONGAR INTERNATIONAL CORP","ANTONIO R BARCELO AVE (PR-14) KM 72.2","CAYEY","CAYEY MUNICIPIO","PR",736,NA,"",18.12413,-66.14031,5
"58",2018,"0073WCSTMDCALLE",110070070768,"CUSTOMED","CALLE IGUALDAD # 7","FAJARDO","FAJARDO MUNICIPIO","PR",738,NA,"",18.33224,-65.66452,0
"59",2018,"0073WLLDWSBARAM",110070596406,"ALLIED WASTE OF PONCE","BARAMAYA AVENUE - PR 500 - COTORRA WARD","PONCE","PONCE MUNICIPIO","PR",732,NA,"",18.00226,-66.64132,3990680
"60",2018,"0073WWRNRCPR195",110069571644,"TEVA PUERTO RICO LLC","PR 195 KM 1.1","FAJARDO","FAJARDO MUNICIPIO","PR",738,NA,"",18.331975,-65.640724,0
"61",2018,"00747LCTTPNO9VQ",110000307793,"HENKEL PUERTO RICO INC","QUILICHINI AVE # 9","SABANA GRANDE","SABANA GRANDE MUNICIPIO","PR",637,NA,"",18.071036,-66.960911,0
"62",2018,"00751PRPGRPRO3K",110000307800,"PREPA - AGUIRRE POWER GENERATI ON COMPLEX","PR-03 KM 152.7 BO. MONTESORRIA AGUIRRE","AGUIRRE","SALINAS MUNICIPIO","PR",704,NA,"",17.9493,-66.2317,339556.08
"63",2018,"00751SRMYNRAD1I",110067612630,"US ARMY NATIONAL GUARD CAMP SANTIAGO TRAINING CENTER-RANGES","ROAD # 1 INT ROAD #154","SALINAS","SALINAS MUNICIPIO","PR",751,NA,"",18.001111,-66.291677,3775.9
"64",2018,"00751STRTCRD701",110000602820,"STERI-TECH INC","RD 701 KM. 0.7 SALINAS INDUSTRIAL PARK","SALINAS","SALINAS MUNICIPIO","PR",751,NA,"",17.97139,-66.300278,0
"65",2018,"00754LNCMNURBAP",110004894918,"LANCO MANUFACTURING CORP","URB APONTE # 5","SAN LORENZO","SAN LORENZO MUNICIPIO","PR",754,NA,"",18.193248,-65.94819,1164.35118
"66",2018,"00757SNDSTRD537",110042087256,"HAMILTON SUNDSTRAND DE PUERTO RICO INC","RD 538 KM 0.7 FELICIA INDUSTRIAL PARK","SANTA ISABEL","SANTA ISABEL MUNICIPIO","PR",757,NA,"",17.960035,-66.405047,0
"67",2018,"00759BRCWDCARR8",110000307837,"BORICUA WOOD PROCESSING INC","CARR 865 KM 5.5","TOA BAJA","TOA BAJA MUNICIPIO","PR",949,NA,"",18.415648,-66.202659,0
"68",2018,"00764THMSBCABOC",110001142969,"THOMAS & BETTS CARIBE INC","RD 686 CABO CARIBE IND US TRIAL PARK LOT 32-34","VEGA BAJA","VEGA BAJA MUNICIPIO","PR",693,NA,"",18.450072,-66.388779,0
"69",2018,"00767YBCSNROUTE",110000580915,"BUCKEYE CARIBBEAN TERMINALS LLC (FORMER SCYI)","RT 901 KM 2.7 CAMINO NUEVO WARD","YABUCOA","YABUCOA MUNICIPIO","PR",767,NA,"",18.046899,-65.85116,12476.64
"70",2018,"00768SRTRSROAD1",110000307855,"SARTORIUS STEDIM FILTERS INC","PR # 128 INT. PR 376","YAUCO","YAUCO MUNICIPIO","PR",698,NA,"",18.037705,-66.858409,202776
"71",2018,"00771BDLSPPBX27",110020514834,"ASPEN SURGICAL PR CORP","ROAD 183 KM 20.3","LAS PIEDRAS","LAS PIEDRAS MUNICIPIO","PR",771,NA,"",18.178,-65.8742,1604
"72",2018,"00771CTLRH50JES",110008053284,"CUTLER HAMMER ELECTRICAL CO","CARRETERA 183 KM 20.3","LAS PIEDRAS","LAS PIEDRAS MUNICIPIO","PR",771,NA,"",18.176389,-65.873889,728
"73",2018,"00771TRCSLSTATE",110000739595,"TO-RICOS LTD LAS PIEDRAS FEED MILL","STATE RD PR-183, KM 22 BO. MONTONES","LAS PIEDRAS","LAS PIEDRAS MUNICIPIO","PR",771,NA,"",18.163808,-65.881994,0
"74",2018,"00777LSRPRRD185",110000580924,"LASER PRODUCT INC","RD 185 KM 19.0","JUNCOS","JUNCOS MUNICIPIO","PR",777,NA,"",18.24245,-65.920136,0
"75",2018,"00777MGNMNRD31K",110020514843,"AMGEN MANUFACTURING  LTD","RD 31 KM 24.6","JUNCOS","JUNCOS MUNICIPIO","PR",777,NA,"",18.235793,-65.904429,356
"76",2018,"00785SPRTRKM142",110012141805,"AES PUERTO RICO LP","KM 142, RD #3 BO. JOBOS","GUAYAMA","GUAYAMA MUNICIPIO","PR",785,NA,"",17.9451,-66.1503,220112.002098678
"77",2018,"00791PRPYBPR03K",110007342795,"PREPA-YABUCOA GAS TURBINES POW ER PLANT","PR-03 KM 86.5","HUMACAO","HUMACAO MUNICIPIO","PR",791,NA,"",18.106453,-65.824499,13.2
"78",2018,"00791SMLSS3ST83",110020514852,"SEAMLESS TEXTILES","ST #3 83.6 KM","HUMACAO","HUMACAO MUNICIPIO","PR",791,NA,"",18.13847,-65.82718,0.0046385
"79",2018,"00792LTRNSCARR9",110007552781,"LUTRON SM INC","CARR #2, SECTOR BO MARIANA 2","HUMACAO","HUMACAO MUNICIPIO","PR",792,NA,"",18.145,-65.769997,2.06
"80",2018,"0079WBRDSHPARQU",110069321460,"BARD SHANNON LTD","PARQUE INDUSTRIAL SAN GERONIMO LOTE 1","HUMACAO","HUMACAO MUNICIPIO","PR",791,NA,"",18.146065,-65.791517,47899
"81",2018,"0079WCPRVSRAD58",110060259928,"COOPERVISION CARIBBEAN CORP","500 RD PR-584 KM 0.9 AMUELAS IND US TRIAL PARK","JUANA DIAZ","JUANA DIAZ MUNICIPIO","PR",795,NA,"",18.015139,-66.533845,194
"82",2018,"0079WMDTRNHC1BX",110000819767,"MEDTRONIC PUERTO RICO OPERATIONS CO","ROAD 909, KM. 0.4, MARIANA WARD","HUMACAO","HUMACAO MUNICIPIO","PR",791,NA,"",18.146032,-65.824214,0.06581
"83",2018,"00804SSSTTCYRIL",110000918115,"SAINT THOMAS BULK TERMINAL","CYRIL KING AIRPORT CARGO AREA","SAINT THOMAS","ST. THOMAS ISLAND","VI",802,NA,"",18.33333,-64.97305,2336.41
"84",2018,"00804VRGNSKRUMB",110000580960,"VIRGIN ISLANDS WATER & POWER AUTHORITY","KRUM BAY FACILITY","SAINT THOMAS","ST. THOMAS ISLAND","VI",804,NA,"",18.33079,-64.960424,17825.1512259912
"85",2018,"0080WHVYMT7865E",110070557871,"HEAVY MATERIALS SVI - ST THOMAS","7865 ESTATE MARIENDAHL #1","ST THOMAS","ST. THOMAS ISLAND","VI",802,NA,"",18.325964,-64.881869,14.7844
"86",2018,"00821VRGNSESTAT",110000602866,"VIRGIN ISLANDS WATER & POWER AUTHORITY","ESTATE RICHMOND","CHRISTIANSTED","ST. CROIX ISLAND","VI",821,NA,"",17.750141,-64.714793,103.607216211454
"87",2018,"0082WHVYMT91EST",110070557872,"HEAVY MATERIALS SVI - ST CROIX","9010 ESTATE COTTAGE","CHRISTIANSTED","ST. CROIX ISLAND","VI",820,NA,"",17.731948,-64.829428,9.2573
"88",2018,"00851HSSLVLIMET",110000307864,"LIMETREE BAY TERMINALS LLC","1 ESTATE HOPE","CHRISTIANSTED","ST. CROIX ISLAND","VI",820,NA,"",17.7102,-64.7544,95542.833
"89",2018,"00918NDLCX198CH",110037238682,"INDULAC","198 CHARDON AVE","HATO REY","SAN JUAN MUNICIPIO","PR",918,NA,"",18.424245,-66.064653,0
"90",2018,"00920NTRNTJOHNA",110001142843,"GULF TREATING CORP","CALLE JOHN ALBERT 320","PUERTO NUEVO","SAN JUAN MUNICIPIO","PR",920,NA,"",18.421291,-66.093246,0
"91",2018,"00920PRPSNMERCA",110000744749,"PREPA - SAN JUAN STEAM PLANT","MERCADO CENTRAL AVE ZONA PORTUARIA RD PR-28","PUERTO NUEVO","SAN JUAN MUNICIPIO","PR",920,NA,"",18.42722,-66.10472,86255.67
"92",2018,"00920TXCDPRD28P",110000748175,"PUMA ENERGY CARIBE LLC-GUAYNABO 2 TERMINAL","RD 28 KM 0.8 PUEBLO VIEJO WARD","GUAYNABO","GUAYNABO MUNICIPIO","PR",971,NA,"",18.423218,-66.10706,4821.443
"93",2018,"00924MXCHMLABRI",110006433760,"MAX CHEMICAL INC","URB. INDUSTRIAL SABANA LLANA, LA BRISA NO. 6","RIO PIEDRAS","SAN JUAN MUNICIPIO","PR",924,NA,"",18.39696,-66.02442,6.76
"94",2018,"00926WTRTRPOBOX",110000580997,"WATER TREATMENT SPECIALIST INC","PR RD 869, KM 2.0 BO PALMAS INDUSTRIAL PARK","CATANO","CATANO MUNICIPIO","PR",962,NA,"",18.433861,-66.149611,0.130776
"95",2018,"00936SNJNCKM267",110000581004,"ARGOS PUERTO RICO CORP","KM 26.7 STATE HWY #2","DORADO","DORADO MUNICIPIO","PR",646,NA,"",18.3944,-66.2976,36976.1606290599
"96",2018,"00936SZDRYAVEDE",110001660131,"SUIZA DAIRY CORP","SAN PATRICIO & DE DIEGO AVENUES","RIO PIEDRAS","SAN JUAN MUNICIPIO","PR",921,NA,"",18.391944,-66.083885,0
"97",2018,"00937SSLMMLUISM",110007544416,"LMM AIRPORT PLANT","LUIS MUNOZ MARIN INT AIRPORT MUNIZ AIR BASE AREA","CAROLINA","CAROLINA MUNICIPIO","PR",979,NA,"",18.439444,-66.005836,214.21
"98",2018,"00950PRPPLPR165",110000607950,"PREPA - PALO SECO STEAM PLANT","PR-165 KM. 31.8","TOA BAJA","TOA BAJA MUNICIPIO","PR",949,NA,"",18.4551,-66.1489,80756.695
"99",2018,"00960CRBMTBAYAM",110011541199,"CARIBE METALLURGICAL","INDUSTRIAL LUCHETTI, LOT 15","BAYAMON","BAYAMON MUNICIPIO","PR",961,NA,"",18.41716,-66.139498,1263
"100",2018,"00962CHNDLRD869",110007806151,"MAYS CHEMICAL CO OF PR DBA MAYS OCHOA","RD 869 ST 2 BO PALMAS","CATANO","CATANO MUNICIPIO","PR",962,NA,"",18.425556,-66.155556,0
"101",2018,"00965PCKGNAMELI",110015784926,"WESTROCK-PUERTO RICO INC","AMELIA IND US TRIAL PARK 47 AMELIA ST","GUAYNABO","GUAYNABO MUNICIPIO","PR",968,NA,"",18.4226,-66.111,0.004235
"102",2018,"00965SSCTBSTATE",110009436468,"TOTAL GUAYNABO BULK TERMINAL","STATE RD NO 28 KM 0..8","GUAYNABO","GUAYNABO MUNICIPIO","PR",965,NA,"",18.425225,-66.106555,2274.68
"103",2018,"0096WHDSNT869KM",110070071511,"HUDSON TECHNOLOGIES CO","869 KM 1.5 - ROYAL INDUSTRIAL PARK B-2 BARRIO PALMAS","CATANO","CATANO MUNICIPIO","PR",962,NA,"",18.44046,-66.12143,0
"104",2018,"0096WMLNSDCALLE",110010415915,"MOLINOS DE PUERTO RICO","CARRETERA 165 (INTERIOR) KM 1.1 SABANA INDUSTRIAL","GUAYNABO","GUAYNABO MUNICIPIO","PR",966,NA,"",18.43526,-66.111,0
"105",2018,"0096WPMNRG1922A",110039019148,"BEST PETROLEUM CORP BULK TERMINAL","RD 28 KM 0.2","GUAYNABO","GUAYNABO MUNICIPIO","PR",965,NA,"",18.391571,-66.117699,4822.23
"106",2018,"0096WPTRLMCARRE",110069263861,"PETROLEUM PRODUCTS SUPPLY LLC","CARRETERA 165 KM 2.4","GUAYNABO","GUAYNABO MUNICIPIO","PR",965,NA,"",18.422545,-66.108669,84000
"107",2018,"00979GDNVTSUNOI",110022524856,"PUMA ENERGY CARIBE LLC FUEL DEPOT","AIRPORT FUEL FACILITY BASE MUNIZ, LMMI AIRPORT","CAROLINA","CAROLINA MUNICIPIO","PR",979,NA,"",18.440278,-65.998333,30
"108",2018,"0097WPRTRC2JSET",110009700467,"US DOD USAF PUERTO RICO ANG","200 JOSE (TONY) SANTANA","CAROLINA","SAN JUAN MUNICIPIO","PR",979,NA,"",18.43905,-65.99418,4.7
"109",2018,"0098WCRTSNCUATR",110070070549,"CURTIS INSTRUMENTS (PR) INC","CUATRO RUEDAS STREET, SABANA ABAJO INDUSTRIAL PARK","CAROLINA","CAROLINA MUNICIPIO","PR",983,NA,"",18.417151,-65.979861,3.8
"110",2018,"01001HPHDN233MA",110000307891,"HP HOOD LLC - AGAWAM PLANT","233 MAIN ST","AGAWAM","HAMPDEN","MA",1001,NA,"",42.08469,-72.61897,0
"111",2018,"01001LYMPC153BO",110001964483,"OMG INC","153 BOWLES RD","AGAWAM","HAMPDEN","MA",1001,NA,"",42.056694,-72.654536,178
"112",2018,"01007NRTHS201OL",110000307917,"NORTHEAST TREATERS INC","201 OLD SPRINGFIELD RD","BELCHERTOWN","HAMPSHIRE","MA",1007,NA,"",42.26149,-72.40526,0
"113",2018,"01007NVRSL149BA",110003450435,"UFP BELCHERTOWN LLC","155 BAY RD","BELCHERTOWN","HAMPSHIRE","MA",1007,NA,"",42.30148,-72.42414,0
"114",2018,"01013HRCLS1111G",110000307935,"SOLENIS LLC","1111 GRATTAN ST","CHICOPEE","HAMPDEN","MA",1013,NA,"",42.181944,-72.609167,1280.23
"115",2018,"01013SPLDN425ME",110000307953,"CALLAWAY GOLF BALL OPERATIONS INC","425 MEADOW ST","CHICOPEE","HAMPDEN","MA",1013,NA,"",42.17553,-72.61462,1
"116",2018,"01013THMSP24MON",110000307962,"INTERNATIONAL METAL PRODUCTS CORP","1165 MONTGOMERY ST","CHICOPEE","HAMPDEN","MA",1013,NA,"",42.18839,-72.59982,0
"117",2018,"01020CHCPC158NE",110012709293,"CHICOPEE CONCRETE SERVICE","158 NEW LOMBARD RD","CHICOPEE","HAMPDEN","MA",1020,NA,"",42.165558,-72.537224,0
"118",2018,"01020WHTTK40BAS",110000307980,"RANDOLPH PRODUCTS CO","33 HAYNES CIR","CHICOPEE","HAMPDEN","MA",1020,NA,"",42.153331,-72.330281,1254
"119",2018,"01021LDLWT2LUDL",110012465947,"CARDINAL HEALTH / KPR","2 LUDLOW PARK DR","CHICOPEE","HAMPDEN","MA",1022,NA,"",42.18117,-72.55756,572
"120",2018,"01022LNSCH301GR",110009595018,"LEONI WIRE INC","301 GRIFFITH RD","CHICOPEE","HAMPDEN","MA",1022,NA,"",42.20568,-72.55605,0
"121",2018,"01022QBBNN1310S",110009586983,"ETHOS ENERGY GROUP","1310 SHERIDAN ST WESTOVER IND US TRIAL PARK","CHICOPEE","HAMPDEN","MA",1022,NA,"",42.18849,-72.55192,0
"122",2018,"01022SNDRB106LO",110002349227,"US TSUBAKI AUTOMOTIVE LLC","106 LONCZAK DR","CHICOPEE","HAMPDEN","MA",1022,NA,"",42.183285,-72.553736,0
